GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
1957-03-24,0,2,2,TOR
1957-10-10,0,1,1,NYR
1957-10-12,1,1,2,TOR
1957-10-13,0,0,0,MTL
1957-10-17,0,0,0,BOS
1957-10-20,0,2,2,TOR
1957-10-24,0,3,3,BOS
1957-10-27,0,0,0,CHI
1957-10-29,0,0,0,CHI
1957-10-30,1,2,3,NYR
1957-11-02,0,1,1,MTL
1957-11-03,0,0,0,BOS
1957-11-05,0,0,0,NYR
1957-11-07,0,0,0,MTL
1957-11-09,2,0,2,TOR
1957-11-10,0,0,0,BOS
1957-11-16,0,0,0,CHI
1957-11-17,1,0,1,CHI
1957-11-20,0,1,1,NYR
1957-11-23,1,0,1,TOR
1957-11-24,2,1,3,MTL
1957-11-28,0,1,1,TOR
1957-11-30,1,1,2,NYR
1957-12-01,0,0,0,NYR
1957-12-05,0,0,0,BOS
1957-12-07,1,0,1,MTL
1957-12-08,0,0,0,MTL
1957-12-12,2,1,3,BOS
1957-12-14,1,2,3,NYR
1957-12-15,1,0,1,NYR
1957-12-19,0,0,0,TOR
1957-12-21,1,1,2,CHI
1957-12-22,0,1,1,CHI
1957-12-25,0,0,0,BOS
1957-12-28,0,0,0,MTL
1957-12-29,0,1,1,BOS
1957-12-31,2,0,2,CHI
1958-01-01,2,0,2,CHI
1958-01-04,0,0,0,MTL
1958-01-05,1,1,2,TOR
1958-01-09,1,0,1,BOS
1958-01-11,1,0,1,CHI
1958-01-16,0,1,1,CHI
1958-01-18,0,0,0,TOR
1958-01-19,0,1,1,NYR
1958-01-25,0,0,0,BOS
1958-02-08,0,1,1,NYR
1958-02-09,1,0,1,CHI
1958-02-13,0,0,0,BOS
1958-02-15,1,1,2,TOR
1958-02-16,1,1,2,TOR
1958-02-22,1,4,5,BOS
1958-02-23,1,1,2,MTL
1958-03-01,0,0,0,MTL
1958-03-02,0,4,4,NYR
1958-03-04,1,0,1,BOS
1958-03-08,1,1,2,CHI
1958-03-09,1,0,1,NYR
1958-03-11,0,0,0,NYR
1958-03-15,0,1,1,TOR
1958-03-16,1,0,1,BOS
1958-03-18,1,2,3,TOR
1958-03-20,0,1,1,CHI
1958-03-22,0,2,2,CHI
1958-03-23,1,2,3,MTL
1958-10-11,0,0,0,MTL
1958-10-12,2,0,2,NYR
1958-10-16,0,0,0,CHI
1958-10-18,0,3,3,CHI
1958-10-19,0,2,2,TOR
1958-10-23,0,0,0,BOS
1958-10-25,0,0,0,TOR
1958-10-26,0,0,0,MTL
1958-10-30,1,0,1,NYR
1958-11-01,0,1,1,BOS
1958-11-02,1,0,1,NYR
1958-11-08,1,0,1,CHI
1958-11-09,0,0,0,TOR
1958-11-13,1,1,2,BOS
1958-11-15,1,0,1,TOR
1958-11-16,0,1,1,CHI
1958-11-18,0,0,0,BOS
1958-11-20,2,1,3,MTL
1958-11-22,0,0,0,BOS
1958-11-23,0,1,1,NYR
1958-11-26,1,1,2,TOR
1958-11-27,2,0,2,TOR
1958-11-29,0,1,1,MTL
1958-11-30,0,0,0,MTL
1958-12-04,1,0,1,BOS
1958-12-06,0,2,2,CHI
1958-12-07,0,1,1,CHI
1958-12-10,0,2,2,NYR
1958-12-13,1,1,2,MTL
1958-12-14,0,0,0,MTL
1958-12-18,0,0,0,NYR
1958-12-21,0,0,0,CHI
1958-12-25,0,0,0,TOR
1958-12-28,1,0,1,BOS
1958-12-31,1,1,2,CHI
1959-01-03,1,1,2,BOS
1959-01-04,1,0,1,MTL
1959-01-07,0,1,1,TOR
