GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2020-01-09,0,1,1,MTL
2020-01-11,1,0,1,CGY
2020-01-14,0,3,3,NSH
2020-01-18,2,0,2,ARI
2020-01-29,0,1,1,CGY
2020-01-31,0,0,0,STL
2020-02-01,2,0,2,CGY
2020-02-04,0,0,0,ARI
2020-02-06,1,0,1,SJS
2020-02-08,0,1,1,NSH
2020-02-23,1,2,3,LAK
2020-02-25,0,3,3,ANA
2020-02-26,0,0,0,VGK
2020-02-29,0,2,2,WPG
2020-03-02,1,4,5,NSH
2020-03-03,0,1,1,DAL
2020-03-05,0,0,0,CHI
2020-03-07,1,0,1,CBJ
2020-03-11,1,0,1,WPG
2021-01-13,0,0,0,VAN
2021-01-14,3,1,4,VAN
2021-01-16,0,1,1,MTL
2021-01-18,0,0,0,MTL
2021-01-20,0,1,1,TOR
2021-01-22,1,0,1,TOR
2021-01-24,0,3,3,WPG
2021-01-26,1,1,2,WPG
2021-01-28,0,2,2,TOR
2021-01-30,2,1,3,TOR
2021-01-31,1,4,5,OTT
2021-02-02,0,2,2,OTT
2021-02-06,1,1,2,CGY
2021-02-08,0,1,1,OTT
2021-02-09,0,0,0,OTT
2021-02-11,0,1,1,MTL
2021-02-15,0,2,2,WPG
2021-02-17,0,2,2,WPG
2021-02-19,0,0,0,CGY
2021-02-20,3,2,5,CGY
2021-02-23,1,0,1,VAN
2021-02-25,1,1,2,VAN
2021-02-27,0,0,0,TOR
2021-03-01,0,0,0,TOR
2021-03-03,0,0,0,TOR
2021-03-06,1,2,3,CGY
2021-03-08,0,2,2,OTT
2021-03-10,1,2,3,OTT
2021-03-12,1,2,3,OTT
2021-03-13,0,1,1,VAN
2021-03-15,0,1,1,CGY
2021-03-17,1,2,3,CGY
2021-03-18,2,0,2,WPG
2021-03-20,1,1,2,WPG
2021-03-27,0,2,2,TOR
2021-03-29,0,1,1,TOR
2021-03-30,0,0,0,MTL
2021-04-02,1,0,1,CGY
2021-04-05,0,0,0,MTL
2021-04-07,1,3,4,OTT
2021-04-08,0,1,1,OTT
2021-04-10,0,0,0,CGY
2021-04-17,0,2,2,WPG
2021-04-19,1,2,3,MTL
2021-04-21,1,2,3,MTL
2021-04-26,3,1,4,WPG
