GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
1973-11-18,1,2,3,AFM
1973-11-22,2,1,3,PHI
1973-11-25,0,3,3,LAK
1973-11-28,1,0,1,CHI
1973-12-02,1,2,3,NYI
1973-12-08,1,1,2,BUF
1973-12-09,2,0,2,PHI
1973-12-13,2,1,3,MNS
1973-12-15,2,2,4,VAN
1973-12-16,2,0,2,CGS
1973-12-20,1,3,4,PIT
1973-12-22,0,0,0,DET
1973-12-23,0,1,1,TOR
1973-12-29,0,1,1,LAK
1973-12-30,0,0,0,CGS
1974-01-01,1,0,1,VAN
1974-01-04,0,1,1,NYR
1974-01-05,1,3,4,NYI
1974-01-10,1,1,2,CHI
1974-01-12,0,1,1,MTL
1974-01-13,2,0,2,PIT
1974-01-16,0,0,0,CHI
1974-01-19,1,1,2,MTL
1974-01-20,0,1,1,LAK
1974-01-22,0,0,0,STL
1974-01-24,0,0,0,CHI
1974-01-26,1,0,1,NYI
1974-01-27,1,0,1,PHI
1974-01-31,2,1,3,AFM
1974-02-02,0,0,0,TOR
1974-02-03,0,1,1,PIT
1974-02-07,1,0,1,STL
1974-02-09,0,4,4,PHI
1974-02-10,1,1,2,MNS
1974-02-13,0,2,2,CGS
1974-02-15,0,1,1,VAN
1974-02-16,0,1,1,LAK
1974-02-20,3,0,3,MNS
1974-02-23,0,1,1,PIT
1974-02-24,1,0,1,BUF
1974-02-28,2,2,4,DET
1974-03-02,1,1,2,DET
1974-03-03,0,1,1,TOR
1974-03-05,0,0,0,AFM
1974-03-06,2,2,4,STL
1974-03-09,2,2,4,LAK
1974-03-10,0,2,2,CGS
1974-03-12,1,1,2,BUF
1974-03-14,2,0,2,BUF
1974-03-16,2,1,3,TOR
1974-03-17,2,0,2,NYR
1974-03-21,0,3,3,STL
1974-03-23,0,0,0,AFM
1974-03-24,1,0,1,MTL
1974-03-27,0,0,0,NYR
1974-03-30,0,0,0,PHI
1974-03-31,1,1,2,DET
1974-04-03,0,1,1,CHI
1974-04-06,0,0,0,MTL
1974-04-07,1,3,4,TOR
1974-10-10,1,1,2,BUF
1974-10-13,1,0,1,TOR
1974-10-16,0,0,0,CHI
1974-10-17,2,1,3,PHI
1974-10-20,1,1,2,CGS
1974-10-23,0,1,1,PIT
1974-10-24,1,0,1,STL
1974-10-27,2,1,3,KCS
