GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2010-03-17,0,0,0,NJD
2010-03-18,0,0,0,BOS
2010-03-20,0,1,1,CAR
2010-03-22,0,0,0,DET
2010-03-24,0,1,1,WSH
2010-03-27,0,3,3,PHI
2010-03-28,2,0,2,TOR
2010-03-31,0,0,0,TBL
2010-04-03,0,3,3,ATL
2010-04-06,1,2,3,WSH
2010-04-08,1,3,4,NYI
2010-04-10,0,0,0,ATL
2010-04-11,2,3,5,NYI
2010-10-07,0,0,0,PHI
2010-10-09,0,1,1,MTL
2010-10-11,0,0,0,NJD
2010-10-13,1,0,1,TOR
2010-10-15,0,1,1,NYI
2010-10-16,2,1,3,PHI
2010-10-18,1,1,2,OTT
2010-10-21,2,1,3,NSH
2010-10-23,0,0,0,STL
2010-10-27,0,1,1,TBL
2010-10-29,0,1,1,PHI
2010-10-30,0,2,2,CAR
2010-11-03,0,0,0,DAL
2010-11-05,2,0,2,ANA
2010-11-06,1,1,2,PHX
2010-11-10,1,2,3,BOS
2010-11-12,1,1,2,TBL
2010-11-13,1,2,3,ATL
2010-11-15,0,1,1,NYR
2010-11-17,1,0,1,VAN
2010-11-19,1,3,4,CAR
2010-11-22,1,1,2,FLA
2010-11-24,0,1,1,BUF
2010-11-26,0,1,1,OTT
2010-11-27,3,0,3,CGY
2010-11-29,0,1,1,NYR
2010-12-02,3,0,3,ATL
2010-12-04,2,0,2,CBJ
2010-12-06,1,1,2,NJD
2010-12-08,2,0,2,TOR
2010-12-11,0,1,1,BUF
2010-12-14,0,2,2,PHI
2010-12-15,0,1,1,NYR
2010-12-20,1,2,3,PHX
2010-12-22,1,0,1,FLA
2010-12-23,1,1,2,WSH
2010-12-26,1,0,1,OTT
2010-12-28,2,2,4,ATL
2010-12-29,0,0,0,NYI
2011-01-01,0,0,0,WSH
2011-01-05,0,1,1,TBL
2011-11-21,2,2,4,NYI
2011-11-23,0,0,0,STL
2011-11-25,0,3,3,OTT
2011-11-26,0,2,2,MTL
2011-11-29,0,2,2,NYR
2011-12-01,0,0,0,WSH
2011-12-03,0,1,1,CAR
2011-12-05,0,0,0,BOS
2012-03-15,0,2,2,NYR
2012-03-17,0,3,3,NJD
2012-03-18,0,0,0,PHI
2012-03-20,0,4,4,WPG
2012-03-22,0,0,0,NSH
2012-03-24,1,1,2,OTT
2012-03-25,1,1,2,NJD
2012-03-27,0,0,0,NYI
2012-03-29,0,0,0,NYI
2012-03-30,1,3,4,BUF
2012-04-01,0,2,2,PHI
2012-04-03,2,1,3,BOS
2012-04-05,0,1,1,NYR
2012-04-07,1,1,2,PHI
2013-01-19,0,0,0,PHI
2013-01-20,0,1,1,NYR
2013-01-23,1,1,2,TOR
2013-01-25,2,0,2,WPG
2013-01-27,0,0,0,OTT
2013-01-29,0,1,1,NYI
2013-01-31,0,1,1,NYR
2013-02-02,1,2,3,NJD
2013-02-03,0,3,3,WSH
2013-02-05,0,1,1,NYI
2013-02-07,1,2,3,WSH
2013-02-09,0,0,0,NJD
2013-02-10,0,0,0,NJD
2013-02-13,1,2,3,OTT
2013-02-15,0,1,1,WPG
2013-02-17,1,2,3,BUF
2013-02-20,0,1,1,PHI
2013-02-22,0,0,0,FLA
2013-02-24,2,1,3,TBL
2013-02-26,0,2,2,FLA
2013-02-28,0,1,1,CAR
2013-03-02,1,2,3,MTL
2013-03-04,1,1,2,TBL
2013-03-07,0,3,3,PHI
2013-03-09,1,0,1,TOR
2013-03-10,0,5,5,NYI
2013-03-12,0,0,0,BOS
2013-03-14,0,2,2,TOR
2013-03-16,0,0,0,NYR
2013-03-17,1,0,1,BOS
2013-03-19,0,2,2,WSH
2013-03-22,0,2,2,NYI
2013-03-24,1,0,1,PHI
2013-03-26,1,0,1,MTL
2013-03-28,0,2,2,WPG
2013-03-30,0,0,0,NYI
2013-10-03,1,0,1,NJD
2013-10-05,1,0,1,BUF
2013-10-08,0,2,2,CAR
2013-10-11,0,1,1,FLA
2013-10-12,3,1,4,TBL
2013-10-15,0,3,3,EDM
2013-10-17,1,1,2,PHI
2013-10-19,1,2,3,VAN
2013-10-21,0,0,0,COL
2013-10-25,1,0,1,NYI
2013-10-26,0,0,0,TOR
2013-10-28,0,2,2,CAR
2013-10-30,0,1,1,BOS
2013-11-01,0,1,1,CBJ
2013-11-02,0,1,1,CBJ
2013-11-06,0,0,0,NYR
2013-11-09,0,0,0,STL
2013-11-13,1,0,1,PHI
2013-11-15,0,1,1,NSH
2013-11-16,0,0,0,NJD
2013-11-18,1,0,1,ANA
2013-11-20,1,1,2,WSH
2013-11-22,1,1,2,NYI
2013-11-23,0,0,0,MTL
2013-11-25,1,0,1,BOS
2013-11-27,0,2,2,TOR
2013-11-29,0,3,3,TBL
2013-11-30,0,0,0,FLA
2013-12-03,2,0,2,NYI
2013-12-05,0,3,3,SJS
2013-12-07,0,1,1,BOS
2013-12-09,1,0,1,CBJ
2013-12-13,0,1,1,NJD
